,ID,Params,Observations
0,41,"[0.09083030530738484, 0.41235397401949664]","[  6.29054577  19.79386567  23.52001989  31.04287366  39.11955583
  43.94542865  45.31653374  50.69664781  52.89485636  56.77078477
  65.45055036  67.76755909  72.98374162  77.69215249  87.09765284
  92.74372851  92.84018468  94.48283415  94.80490231  98.0638913
 107.66036307 110.08545917 111.38092418 112.29032424 112.82584004
 114.26062681 125.44222958 132.1415601  133.19961637 134.56890004
 137.4547385  153.32018553 155.5907576  156.55820903 165.93487232
 175.66071091 185.36708042 194.64789031 223.38043788 227.33188981
 232.68859164 233.80590877 243.90824461 261.17548816 261.57809936
 267.00277217 281.92218917 287.47902554 288.88968841 294.35422763
 296.64562277 298.55766196 301.65573991 320.65539281 326.50227131
 337.46436816 352.60287916 360.        ]"
0,42,"[0.17268131784660484, 0.49233858111401424]","[  7.73123559   8.2956362   10.80740395  12.28888106  19.64238896
  20.0565497   33.81629711  34.14687969  34.88987718  35.6254123
  35.84402648  37.6911718   45.7075729   50.00376255  53.59934475
  53.76047717  54.00914738  55.05820581  61.87087698  66.44143591
  72.34473174  72.60545582  73.23723297  78.02105159  78.26535208
  79.64077629  80.50574587  88.62235072  89.83355589  93.38739202
 106.20362143 113.28231999 117.02464346 117.26744495 117.45431296
 119.64624608 122.08102991 123.73806648 124.27942832 125.10313831
 126.43889385 126.69201442 129.3691818  137.42773573 140.79478709
 142.40669573 144.52266734 145.75081608 150.56308786 151.06624616
 154.78918005 155.56842397 166.06629493 167.33435208 167.93656508
 168.93574175 174.28083912 178.35719149 188.08040591 188.75508506
 188.87819134 188.95920902 195.52336737 200.88937734 201.88064896
 207.12462255 207.35445699 209.876299   217.44458142 229.49778239
 268.74722655 272.24511878 296.05782534 299.08650212 303.13764135
 321.56540528 321.9697476  323.38526119 323.49535261 333.33275131
 360.        ]"
0,43,"[0.0462372246134459, 0.4853820760054385]","[  2.12608452   5.15064887  15.51946621  16.11357726  17.47773667
  17.97479797  26.86708813  32.2800677   33.13003021  34.59916014
  66.22215029  66.76363315  70.32354584  75.69788188  78.48024693
  78.5010577   82.97802615  87.46313894  92.43457942  92.46453223
  96.14449251  96.75501665 104.43653882 107.76293727 107.95702777
 111.93071207 112.67625146 122.71426162 135.13592304 141.31229125
 142.7167556  148.48668249 149.33162649 152.81858815 159.58055434
 165.1381394  167.33397022 172.93482208 176.75918548 177.47886917
 179.38218039 187.5553808  190.6098845  210.89759854 224.54074636
 227.47094206 231.30014243 250.77405076 353.71353186 357.11475223]"
0,44,"[0.053607444862160875, 0.46566120642603304]","[  8.5498358   10.68386524  11.32798722  15.78590487  17.90428485
  28.68106384  32.73946946  33.70344622  43.3680733   44.25786796
  44.51659954  48.96418484  54.69018121  60.09986269  63.99211589
  68.60757808  76.96137506  77.49690063  95.13057624  95.15425453
 104.08015392 107.85642386 110.20417685 124.39919728 129.61033433
 132.4842588  136.48211467 137.14384769 143.69801356 149.05317441
 160.72009663 165.98288134 167.6864505  176.26172296 180.90673668
 186.08733266 192.76003826 220.94065158 222.74434081 223.53937699
 247.26414931 273.69152848 279.33684175 281.01412216 282.5510012
 288.9693134  292.30294472 296.02043509 296.3338143  307.76047681
 336.29448224 340.64184968 342.17044155 359.15593132]"
0,45,"[0.056616477609956715, 0.5252536783873064]","[ 11.75068229  17.04434964  26.57749346  41.86658198  44.19037221
  50.11219693  51.73781316  62.60074338  62.66019405  70.52243871
  73.1347373   82.25082962  87.87145516  90.38527428  96.32165606
 102.43850138 103.0215951  103.3731126  103.44849517 104.51051424
 106.86362935 107.64098913 109.45223589 112.16181735 113.82104575
 121.04891708 123.918307   124.90585754 128.50122132 133.07814188
 157.91262511 163.95413184 170.96486704 179.55734308 180.58038548
 184.83971779 185.2199573  199.11027716 205.68765887 223.38308903
 261.99812915 291.28462055 296.45980232 298.87434068 300.84001678
 300.86383551 301.78606289 320.57096231 321.777192   326.03437486
 328.45401281 335.89085049 352.79305954]"
0,46,"[0.031076345957279816, 0.47741593765178064]","[  5.88700276   7.38610701   7.39573407  20.89810496  21.65725451
  22.66381252  31.71291566  32.00036964  40.69177404  45.56658269
  46.36699482  49.91159049  56.81351396  59.8287106   60.09960299
  62.30067129  67.23854119  82.57110145  82.99849017  84.00540319
  84.99182869  89.40413863  93.05014175  95.08301975 102.25868757
 104.03008603 106.98801012 113.5547812  115.20450854 117.38496974
 117.43934598 122.20000493 123.13115647 126.71335725 143.03706215
 147.7176173  154.24583471 158.16419901 178.00353337 180.57114322
 196.30617177 207.27003603 295.78284332 296.15292091 307.91798999
 345.43533486 356.40995494]"
0,47,"[0.04329789489274498, 0.5957873769562927]","[  0.98346247  34.12044335  48.34192898  60.19113819  61.5950535
  72.64797179  77.67600736  79.62289059  80.51117482  82.61281698
  84.49698242  90.51659004  90.61941231 103.52812536 106.85634263
 110.16184633 125.7609618  134.76877955 135.4846855  159.42813459
 171.07986167 180.04000476 185.99064027 202.13641552 220.76997768
 221.4976087  235.01613847 252.22752532 269.01216031 275.33414229
 276.93459961 277.48870872 290.75882555 297.33509489 298.89980379
 326.56753758 332.40373877 334.01676545 345.82748547 351.23797185
 354.88152606]"
0,48,"[0.046028046179363444, 0.4457128685341461]","[ 13.16603418  19.98038712  25.21954594  32.17489497  32.21192937
  32.95777716  34.2099168   50.97823417  52.12475039  57.13976398
  63.23054782  67.506866    69.77238137  70.24111081  77.34314921
  80.14199006  83.92850843  85.98187972  86.33669196  90.41984131
  91.05549046  91.13498909  99.18517997 101.75205306 104.51269176
 115.11695364 117.2433309  120.83827648 121.51172612 122.25433283
 126.49954595 138.44372403 138.93013083 142.70913179 146.47256364
 150.59202119 153.43826914 153.45330504 161.06564779 165.21253041
 166.42009754 167.12149438 172.86566683 175.52622833 176.45066082
 179.37994574 182.68459572 207.3779023  224.93513876 229.73031136
 236.04358571 242.75020158 263.28188451 273.40760147 280.91535099
 286.60911548 301.84906001 312.34908179 346.23603569 346.92066356
 349.86236145]"
0,49,"[0.06569180564001686, 0.4187573879513754]","[  9.79117929  19.75783192  25.1666126   38.18440674  53.44946335
  61.73033634  73.48207451  73.5696463   74.97242459  75.0317238
  76.07062113  79.62798107  88.19237941  93.31247076  97.58568474
 107.81497619 111.73447371 130.48079753 131.86513876 137.80130733
 138.47612972 140.8506765  142.55265797 145.42010079 146.70069476
 149.65124414 149.9444021  160.27532021 160.51406271 160.89290861
 169.36208943 173.98770177 197.03037434 199.28482427 201.34613965
 202.3805834  205.74754809 227.37147636 236.87522103 254.47501874
 255.13540321 275.47463    296.15830867 296.51180268 297.48155254
 298.65191618 299.99328928 312.37810116 313.68810934 314.9438981
 317.02695004 335.52042867 347.17982122 352.10153093]"
0,50,"[0.08251764222438085, 0.5731457009113976]","[  3.19055926  13.21615248  15.42821986  18.3957814   29.14134433
  31.1257148   31.94199427  32.72009488  36.9864975   41.20286666
  43.81330474  51.91151207  52.18668593  52.41584385  54.42651958
  57.38550991  61.24491237  63.67572462  73.66671201  73.68024274
  75.9703504   76.45141592  76.60362464  79.67432409  86.50756082
  89.45915344  92.64809644  94.64671333 107.33596472 110.57266816
 113.06839132 113.50072698 114.2483708  119.33803514 120.93538313
 121.89374483 122.27145344 127.12711536 129.00864033 132.7601998
 143.72879466 166.1721925  168.04832166 173.46781186 176.61061881
 182.36421332 184.43847956 184.99869658 186.31966832 190.00858564
 191.59856452 192.06221719 228.34196153 236.52284299 236.89186144
 241.66697361 275.80170993 279.18470666 279.79058871 280.5645813
 312.74020905 333.23903055 336.9000649  336.96581463]"
0,51,"[0.02550505315448676, 0.49904566227418706]","[  3.50654612   4.68202061   9.02174381  18.28658868  23.3269619
  30.29341922  32.54438094  32.68682661  42.51548738  46.09769471
  48.56993103  50.64000546  54.30047701  57.76627621  59.61412121
  62.84350491  65.91668161  70.9269851   75.63158319  79.53520682
  93.78592202  96.73245262  98.81117504 103.05934294 105.7061878
 108.24445338 110.03320407 111.39613371 114.24135995 117.60162272
 120.42648252 121.28499379 128.38983627 141.94728875 144.4762819
 165.07906034 177.32959616 177.68625149 202.38865083 203.35255859
 204.8213502  208.30158525 230.52686321 281.97286831 296.3806502
 296.52395105 299.19078031 303.8688476  310.26426012 313.51372506
 314.9811994  346.47774372 347.25434042 356.5297121 ]"
0,52,"[0.07406371187905886, 0.5524966839296013]","[  9.62129207  13.20121578  13.43973279  15.44245661  16.71119349
  23.58738692  35.21889063  38.38389588  43.07323771  47.26193629
  47.30104459  48.71371532  55.24379014  56.47087744  57.13641788
  59.64137163  67.73467918  79.42219611  80.06290823  80.47548469
  90.58819998 102.06269539 103.36362421 104.82683851 113.90305773
 117.48156985 117.80209278 120.00813402 121.11864419 124.85757417
 133.02540793 138.26833337 139.90707829 148.96970538 151.73286923
 154.29739618 161.1163982  162.67703601 181.2660329  190.87563017
 198.41640124 198.49285874 200.98969699 203.66603222 207.85717389
 227.1948323  239.60542448 301.97128188 303.54495297 305.06178461
 305.19397728 305.90869161 314.4147906  315.36518517 346.36513825
 347.66568873]"
0,53,"[0.08026638884316128, 0.5334932402873519]","[ 15.9671756   39.89754515  54.12483944  58.85164771  59.86916055
  69.93370581  70.31880428  71.42418895  71.57352546  82.30668209
  85.99832973  87.35422681  87.87197065  89.81257736  90.94793469
  91.47771396  99.03900388  99.89769225 100.3638931  100.63386867
 101.04519366 101.44768039 102.68092185 104.20612901 104.34886037
 104.57169737 104.83869332 111.75262319 114.75080896 115.87894386
 122.84172791 135.171888   141.03846774 148.89835317 152.14540952
 157.47402644 160.09418738 161.01869124 207.37854644 242.01852728
 242.74720162 290.40679479 297.72908766 329.39953065 330.33531608
 330.95074017 333.70166157 347.96546139 355.26303915]"
0,54,"[0.03013030784659102, 0.4913607282814067]","[ 25.83519218  33.5018963   35.76463489  37.06343698  44.02599791
  47.37880394  54.87813383  66.26117197  68.02904565  77.27522319
  80.08084151  80.55687752  82.09498369  87.55869555  90.82097037
  99.20341984  99.62095216 104.75416933 105.57224733 105.58152482
 107.90793707 109.7731673  110.26209632 111.84568869 112.46581088
 122.89710899 124.48058293 126.00936258 132.26644495 133.33824987
 142.95180957 147.71322607 148.13546576 148.17941119 160.38339643
 160.90234209 168.38290832 183.20983101 204.86986127 214.74356465
 223.8890842  296.15106408 302.41092167 330.4899835 ]"
0,55,"[0.053035132009796745, 0.5254996687501023]","[ 26.02087487  31.39143699  39.68399027  48.79786846  48.85316916
  51.68050811  51.91126412  53.67195827  60.3307338   60.70854455
  61.66030693  61.75505271  66.47259477  66.91582262  68.20168226
  70.74999122  71.12754512  75.76896718  76.33894759  76.83363514
  80.61573549  84.03169771  87.89929732  90.2584556   92.88655927
  93.06368238  99.0034254  100.09850227 100.15382638 101.87278931
 111.41728    121.27446582 122.90354298 123.94895402 134.30943671
 152.14556619 154.98494192 156.3342972  158.01291347 178.47721103
 185.70922968 187.75070913 197.23659863 198.92503495 204.68887163
 207.29470088 230.07728623 230.30660451 231.78496614 243.01425647
 246.07015605 252.7681758  254.65137418 254.86480168 255.80046042
 256.56274101 293.12958005 301.37634757 313.12933296 322.29955923
 335.90202361 336.33176306 346.84497535 351.29176026 355.70052815
 356.19087507]"
0,56,"[0.11182286455650592, 0.525229406343859]","[3.12724325e-01 6.14274048e+00 7.17797494e+00 1.00539958e+01
 1.88722048e+01 2.11579976e+01 2.30153767e+01 3.45955810e+01
 4.02380696e+01 5.92408113e+01 6.16968348e+01 6.44048823e+01
 6.76060851e+01 6.93882562e+01 7.02803895e+01 7.41706306e+01
 7.92367182e+01 8.31360560e+01 8.63718284e+01 8.75979397e+01
 9.25805730e+01 9.26435856e+01 9.40396240e+01 9.54018801e+01
 1.00634266e+02 1.01714486e+02 1.01861195e+02 1.36006144e+02
 1.36837199e+02 1.55279838e+02 1.59486279e+02 1.60463033e+02
 1.60571684e+02 1.61209496e+02 1.62478074e+02 1.63332788e+02
 1.70630842e+02 2.07362040e+02 2.10706546e+02 2.13009215e+02
 2.13638743e+02 2.14640493e+02 2.15865089e+02 2.21839027e+02
 2.31514561e+02 2.31588254e+02 2.38205369e+02 2.43407250e+02
 2.97096971e+02 2.99779506e+02 3.32230875e+02 3.43524219e+02
 3.45065401e+02 3.47570412e+02 3.56863546e+02]"
0,57,"[0.07812074936835635, 0.4789834706448796]","[ 13.48243636  22.59470031  28.80883404  44.19290312  47.90342225
  52.75274543  61.49077724  61.69236485  62.75549485  62.80019734
  67.55585241  90.15478629  96.54728381 101.53787666 110.75993625
 114.39899862 115.12619505 119.70320641 122.1724969  124.49697501
 124.55746285 125.9157353  128.2812764  142.36823283 144.40480487
 151.68125243 153.39063812 153.51530942 169.19373666 169.42467851
 183.04893553 185.78409681 200.42325314 209.03302769 225.34478316
 246.48498843 248.02403239 312.33032491 349.95048895 354.71667775
 360.        ]"
0,58,"[0.037548790620134276, 0.47297232427024405]","[  8.26760979   9.69555745  11.5285069   22.3013009   43.38490705
  51.02448028  54.05743905  54.28089692  58.67865774  59.74505585
  73.94640329  74.7311863   81.99266078  85.72628165  88.08855864
  88.80404604  90.34252343  92.21329521 101.67180722 109.0865315
 111.51488911 112.07852382 120.39725146 120.95399925 122.2912251
 128.5060432  135.90539203 136.82908838 141.18545804 144.61933375
 145.62471116 148.86520927 156.08157725 173.2171476  203.68196694
 210.2242563  240.25168213 256.75027962 267.74252713 268.43760723
 291.63050814 299.835505   347.97049381 349.20764001 352.32430045]"
0,59,"[0.057648045859830806, 0.5426310064072565]","[ 19.55669848  19.65544806  23.38413748  35.89115214  38.221147
  44.04933719  45.14698401  46.21284289  56.21791627  59.60439715
  60.0220895   67.41105404  78.20884878  85.49032506  92.98408075
 104.42956719 111.11404498 112.03335706 115.89174279 119.1040267
 137.91332938 142.36239368 151.18429909 154.96054296 162.76169812
 165.85759305 171.98807372 185.28440722 188.56859083 189.26223176
 194.85346116 210.86343675 219.52106024 228.03091708 231.04680471
 235.05689234 335.66880013 339.09184966 339.66017289 344.12307888
 349.17657864 352.27459434]"
0,60,"[0.028854455826921626, 0.43184201707490444]","[1.77716578e-01 2.83348975e-01 9.01922649e+00 2.89995255e+01
 3.64084599e+01 4.04545040e+01 5.57468880e+01 5.74025668e+01
 7.16511170e+01 7.20022727e+01 8.50202184e+01 9.05258666e+01
 9.12695060e+01 9.36067462e+01 9.36507551e+01 9.80353704e+01
 1.03304351e+02 1.03902080e+02 1.04890564e+02 1.12070153e+02
 1.13460562e+02 1.14638536e+02 1.30208763e+02 1.31404435e+02
 1.31729409e+02 1.33797148e+02 1.34444595e+02 1.50058263e+02
 1.52232471e+02 1.56126642e+02 1.63330977e+02 1.69125225e+02
 1.85065859e+02 2.15014719e+02 2.15078215e+02 2.55507002e+02
 2.85454303e+02 2.96366944e+02 3.26926942e+02]"
0,61,"[0.12270679093098728, 0.5224180295285797]","[ 17.18054403  23.71894153  25.28267347  29.38949913  38.3225947
  45.66570693  47.33835914  49.26357303  53.71430612  55.77861949
  57.95921982  59.07981608  60.54352481  61.60378966  61.74084464
  62.43104536  72.75605532  79.0627407   79.9224988   80.10035519
  81.87838572  82.26260742  83.89824831  85.15878135  86.60466675
  86.79443797  87.09552687  92.21502996  96.51035635 109.15054902
 114.45285122 118.81900205 119.04175703 126.47621448 134.19949818
 137.77576623 139.89425839 148.01430124 162.16304162 163.3962153
 163.77894585 164.29184295 166.88912468 172.70552945 180.8448692
 185.70728419 185.85422289 196.54109079 196.9753103  228.0134154
 228.85056655 238.63350238 243.0888853  250.27646067 255.41981973
 256.28004527 296.29725582 297.0464745  298.77460177 300.54083283
 301.07126265 302.99804531 303.63360651 318.44535244 319.55211521
 321.29005135 322.25432839 338.13612796 339.12748949 339.51572656
 341.65937331 346.75072776 349.86786451 351.04558825]"
0,62,"[0.0491779238826413, 0.5085754736606755]","[  4.00098954   4.01719484   9.51498035  11.33235672  31.79205578
  40.39346707  52.90181262  55.84331412  58.77334992  68.46101508
  72.75026479  88.04588246  99.78261928 102.73975468 116.41899163
 122.78779096 131.50027085 132.65967665 135.29217237 139.03108524
 145.90055672 148.38207858 155.17129446 155.912466   184.24890476
 207.88013123 209.67260608 255.67630594 258.88782352 259.18819371
 259.48970392 259.65177151 262.76940045 263.18761385 299.49926628
 312.88051324 315.04528672 338.06359414 352.62746891 352.77979332]"
